Testing size of 20000--------------,,,,Recursion limit (x),20k,40k,60k,80k,100k,200k,400k,500k,550k,600k,670k,700k,800k,1 million,2 million,3 million,4 million,5 million ,6 million,8 million,
266,1209,,,,,,,,,,,,,,,,,,,,,,,,
268,1226,,,,,,,,,,,,,,,,,,,,,,,,
270,1206,,,,,,,,,,,,,,,,,,,,,,,,
272,1167,,,,,,,,,,,,,,,,,,,,,,,,
274,1252,,,,,,,,,,,,,,,,,,,,,,,,
276,1248,,,,,,,,,,,,,,,,,,,,,,,,
278,1225,,,,,,,,,,,,,,,,,,,,,,,,
280,1297,,,,,,,,,,,,,,,,,,,,,,,,
282,1381,,,,,,,,,,,,,,,,,,,,,,,,
284,1401,,,,,,,,,,,,,,,,,,,,,,,,
286,1261,,,,,,,,,,,,,,,,,,,,,,,,
288,1219,,,,,,,,,,,,,,,,,,,,,,,,
290,1332,,,,,,,,,,,,,,,,,,,,,,,,
292,1304,,,,,,,,,,,,,,,,,,,,,,,,
294,1356,,,,,,,,,,,,,,,,,,,,,,,,
296,1285,,,,,,,,,,,,,,,,,,,,,,,,
298,1301,,,,,,,,,,,,,,,,,,,,,,,,
300,1377,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Testing size of 2000000--------------,,,,,,,,,,,,,,,,,,,,,,,,,
2,1250,,,,,,,,,,,,,,,,,,,,,,,,
4,1359,,,,,,,,,,,,,,,,,,,,,,,,
6,1278,,,,,,,,,,,,,,,,,,,,,,,,
8,1357,,,,,,,,,,,,,,,,,,,,,,,,
10,1311,,,,,,,,,,,,,,,,,,,,,,,,
12,1349,,,,,,,,,,,,,,,,,,,,,,,,
14,1696,,,,,,,,,,,,,,,,,,,,,,,,
16,1313,,,,,,,,,,,,,,,,,,,,,,,,
18,1352,,,,,,,,,,,,,,,,,,,,,,,,
20,1561,,,,,,,,,,,,,,,,,,,,,,,,
22,1382,,,,,,,,,,,,,,,,,,,,,,,,
24,1482,,,,,,,,,,,,,,,,,,,,,,,,
26,1532,,,,,,,,,,,,,,,,,,,,,,,,
28,1461,,,,,,,,,,,,,,,,,,,,,,,,
30,1302,,,,,,,,,,,,,,,,,,,,,,,,
32,1386,,,,,,,,,,,,,,,,,,,,,,,,
34,1411,,,,,,,,,,,,,,,,,,,,,,,,
36,1504,,,,,,,,,,,,,,,,,,,,,,,,
38,1353,,,,,,,,,,,,,,,,,,,,,,,,
40,1538,,,,,,,,,,,,,,,,,,,,,,,,
42,1617,,,,,,,,,,,,,,,,,,,,,,,,
44,1444,,,,,,,,,,,,,,,,,,,,,,,,
46,1573,,,,,,,,,,,,,,,,,,,,,,,,
48,1428,,,,,,,,,,,,,,,,,,,,,,,,
50,1475,,,,,,,,,,,,,,,,,,,,,,,,
52,1497,,,,,,,,,,,,,,,,,,,,,,,,
54,1720,,,,,,,,,,,,,,,,,,,,,,,,
56,1536,,,,,,,,,,,,,,,,,,,,,,,,
58,1042,,,,,,,,,,,,,,,,,,,,,,,,
60,1172,,,,,,,,,,,,,,,,,,,,,,,,
62,1603,,,,,,,,,,,,,,,,,,,,,,,,
64,1975,,,,,,,,,,,,,,,,,,,,,,,,
66,1597,,,,,,,,,,,,,,,,,,,,,,,,
68,1652,,,,,,,,,,,,,,,,,,,,,,,,
70,1702,,,,,,,,,,,,,,,,,,,,,,,,
72,979,,,,,,,,,,,,,,,,,,,,,,,,
74,1167,,,,,,,,,,,,,,,,,,,,,,,,
76,1172,,,,,,,,,,,,,,,,,,,,,,,,
78,1454,,,,,,,,,,,,,,,,,,,,,,,,
80,1429,,,,,,,,,,,,,,,,,,,,,,,,
82,1084,,,,,,,,,,,,,,,,,,,,,,,,
84,995,,,,,,,,,,,,,,,,,,,,,,,,
86,1275,,,,,,,,,,,,,,,,,,,,,,,,
88,1269,,,,,,,,,,,,,,,,,,,,,,,,
90,1146,,,,,,,,,,,,,,,,,,,,,,,,
92,1143,,,,,,,,,,,,,,,,,,,,,,,,
94,1092,,,,,,,,,,,,,,,,,,,,,,,,
96,1047,,,,,,,,,,,,,,,,,,,,,,,,
98,1253,,,,,,,,,,,,,,,,,,,,,,,,
100,1333,,,,,,,,,,,,,,,,,,,,,,,,
102,1078,,,,,,,,,,,,,,,,,,,,,,,,
104,1048,,,,,,,,,,,,,,,,,,,,,,,,
106,1073,,,,,,,,,,,,,,,,,,,,,,,,
108,1227,,,,,,,,,,,,,,,,,,,,,,,,
110,1192,,,,,,,,,,,,,,,,,,,,,,,,
112,1236,,,,,,,,,,,,,,,,,,,,,,,,
114,1183,,,,,,,,,,,,,,,,,,,,,,,,
116,1305,,,,,,,,,,,,,,,,,,,,,,,,
118,1888,,,,,,,,,,,,,,,,,,,,,,,,
120,1879,,,,,,,,,,,,,,,,,,,,,,,,
122,1895,,,,,,,,,,,,,,,,,,,,,,,,
124,1862,,,,,,,,,,,,,,,,,,,,,,,,
126,1845,,,,,,,,,,,,,,,,,,,,,,,,
128,1829,,,,,,,,,,,,,,,,,,,,,,,,
130,1861,,,,,,,,,,,,,,,,,,,,,,,,
132,1855,,,,,,,,,,,,,,,,,,,,,,,,
134,1900,,,,,,,,,,,,,,,,,,,,,,,,
136,1918,,,,,,,,,,,,,,,,,,,,,,,,
138,1986,,,,,,,,,,,,,,,,,,,,,,,,
140,1871,,,,,,,,,,,,,,,,,,,,,,,,
142,1932,,,,,,,,,,,,,,,,,,,,,,,,
144,1862,,,,,,,,,,,,,,,,,,,,,,,,
146,1910,,,,,,,,,,,,,,,,,,,,,,,,
148,1877,,,,,,,,,,,,,,,,,,,,,,,,
150,1927,,,,,,,,,,,,,,,,,,,,,,,,
152,2052,,,,,,,,,,,,,,,,,,,,,,,,
154,1957,,,,,,,,,,,,,,,,,,,,,,,,
156,2045,,,,,,,,,,,,,,,,,,,,,,,,
158,2007,,,,,,,,,,,,,,,,,,,,,,,,
160,2294,,,,,,,,,,,,,,,,,,,,,,,,
162,2220,,,,,,,,,,,,,,,,,,,,,,,,
164,2032,,,,,,,,,,,,,,,,,,,,,,,,
166,1988,,,,,,,,,,,,,,,,,,,,,,,,
168,2073,,,,,,,,,,,,,,,,,,,,,,,,
170,2051,,,,,,,,,,,,,,,,,,,,,,,,
172,2169,,,,,,,,,,,,,,,,,,,,,,,,
174,2267,,,,,,,,,,,,,,,,,,,,,,,,
176,2153,,,,,,,,,,,,,,,,,,,,,,,,
178,2086,,,,,,,,,,,,,,,,,,,,,,,,
180,2158,,,,,,,,,,,,,,,,,,,,,,,,
182,2162,,,,,,,,,,,,,,,,,,,,,,,,
184,2238,,,,,,,,,,,,,,,,,,,,,,,,
186,2108,,,,,,,,,,,,,,,,,,,,,,,,
188,2018,,,,,,,,,,,,,,,,,,,,,,,,
190,1872,,,,,,,,,,,,,,,,,,,,,,,,
192,1802,,,,,,,,,,,,,,,,,,,,,,,,
194,2150,,,,,,,,,,,,,,,,,,,,,,,,
196,2451,,,,,,,,,,,,,,,,,,,,,,,,
198,2235,,,,,,,,,,,,,,,,,,,,,,,,
200,2185,,,,,,,,,,,,,,,,,,,,,,,,
202,2199,,,,,,,,,,,,,,,,,,,,,,,,
204,2260,,,,,,,,,,,,,,,,,,,,,,,,
206,2282,,,,,,,,,,,,,,,,,,,,,,,,
208,2338,,,,,,,,,,,,,,,,,,,,,,,,
210,2250,,,,,,,,,,,,,,,,,,,,,,,,
212,2319,,,,,,,,,,,,,,,,,,,,,,,,
214,2260,,,,,,,,,,,,,,,,,,,,,,,,
216,2299,,,,,,,,,,,,,,,,,,,,,,,,
218,2279,,,,,,,,,,,,,,,,,,,,,,,,
220,2315,,,,,,,,,,,,,,,,,,,,,,,,
222,2250,,,,,,,,,,,,,,,,,,,,,,,,
224,2351,,,,,,,,,,,,,,,,,,,,,,,,
226,2575,,,,,,,,,,,,,,,,,,,,,,,,
228,2368,,,,,,,,,,,,,,,,,,,,,,,,
230,2404,,,,,,,,,,,,,,,,,,,,,,,,
232,2350,,,,,,,,,,,,,,,,,,,,,,,,
234,2308,,,,,,,,,,,,,,,,,,,,,,,,
236,2372,,,,,,,,,,,,,,,,,,,,,,,,
238,2382,,,,,,,,,,,,,,,,,,,,,,,,
240,2337,,,,,,,,,,,,,,,,,,,,,,,,
242,2527,,,,,,,,,,,,,,,,,,,,,,,,
244,2417,,,,,,,,,,,,,,,,,,,,,,,,
246,2462,,,,,,,,,,,,,,,,,,,,,,,,
248,2518,,,,,,,,,,,,,,,,,,,,,,,,
250,2428,,,,,,,,,,,,,,,,,,,,,,,,
252,2462,,,,,,,,,,,,,,,,,,,,,,,,
254,2462,,,,,,,,,,,,,,,,,,,,,,,,
256,2450,,,,,,,,,,,,,,,,,,,,,,,,
258,2500,,,,,,,,,,,,,,,,,,,,,,,,
260,2563,,,,,,,,,,,,,,,,,,,,,,,,
262,2559,,,,,,,,,,,,,,,,,,,,,,,,
264,2544,,,,,,,,,,,,,,,,,,,,,,,,
266,2576,,,,,,,,,,,,,,,,,,,,,,,,
268,2569,,,,,,,,,,,,,,,,,,,,,,,,
270,2598,,,,,,,,,,,,,,,,,,,,,,,,
272,2622,,,,,,,,,,,,,,,,,,,,,,,,
274,2602,,,,,,,,,,,,,,,,,,,,,,,,
276,2598,,,,,,,,,,,,,,,,,,,,,,,,
278,2710,,,,,,,,,,,,,,,,,,,,,,,,
280,2592,,,,,,,,,,,,,,,,,,,,,,,,
282,2678,,,,,,,,,,,,,,,,,,,,,,,,
284,2617,,,,,,,,,,,,,,,,,,,,,,,,
286,2651,,,,,,,,,,,,,,,,,,,,,,,,
288,2695,,,,,,,,,,,,,,,,,,,,,,,,
290,2790,,,,,,,,,,,,,,,,,,,,,,,,
292,2777,,,,,,,,,,,,,,,,,,,,,,,,
294,2913,,,,,,,,,,,,,,,,,,,,,,,,
296,2737,,,,,,,,,,,,,,,,,,,,,,,,
298,2945,,,,,,,,,,,,,,,,,,,,,,,,
300,2817,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Testing size of 3000000--------------,,,,,,,,,,,,,,,,,,,,,,,,,
2,2144,,,,,,,,,,,,,,,,,,,,,,,,
4,2091,,,,,,,,,,,,,,,,,,,,,,,,
6,1330,,,,,,,,,,,,,,,,,,,,,,,,
8,1801,,,,,,,,,,,,,,,,,,,,,,,,
10,2085,,,,,,,,,,,,,,,,,,,,,,,,
12,2085,,,,,,,,,,,,,,,,,,,,,,,,
14,2115,,,,,,,,,,,,,,,,,,,,,,,,
16,2081,,,,,,,,,,,,,,,,,,,,,,,,
18,2181,,,,,,,,,,,,,,,,,,,,,,,,
20,2183,,,,,,,,,,,,,,,,,,,,,,,,
22,2292,,,,,,,,,,,,,,,,,,,,,,,,
24,2217,,,,,,,,,,,,,,,,,,,,,,,,
26,2183,,,,,,,,,,,,,,,,,,,,,,,,
28,2193,,,,,,,,,,,,,,,,,,,,,,,,
30,2372,,,,,,,,,,,,,,,,,,,,,,,,
32,2290,,,,,,,,,,,,,,,,,,,,,,,,
34,2155,,,,,,,,,,,,,,,,,,,,,,,,
36,2272,,,,,,,,,,,,,,,,,,,,,,,,
38,2253,,,,,,,,,,,,,,,,,,,,,,,,
40,2304,,,,,,,,,,,,,,,,,,,,,,,,
42,2284,,,,,,,,,,,,,,,,,,,,,,,,
44,2414,,,,,,,,,,,,,,,,,,,,,,,,
46,2309,,,,,,,,,,,,,,,,,,,,,,,,
48,2348,,,,,,,,,,,,,,,,,,,,,,,,
50,2342,,,,,,,,,,,,,,,,,,,,,,,,
52,2554,,,,,,,,,,,,,,,,,,,,,,,,
54,2477,,,,,,,,,,,,,,,,,,,,,,,,
56,2344,,,,,,,,,,,,,,,,,,,,,,,,
58,2439,,,,,,,,,,,,,,,,,,,,,,,,
60,2382,,,,,,,,,,,,,,,,,,,,,,,,
62,2473,,,,,,,,,,,,,,,,,,,,,,,,
64,2361,,,,,,,,,,,,,,,,,,,,,,,,
66,2392,,,,,,,,,,,,,,,,,,,,,,,,
68,2608,,,,,,,,,,,,,,,,,,,,,,,,
70,2437,,,,,,,,,,,,,,,,,,,,,,,,
72,2803,,,,,,,,,,,,,,,,,,,,,,,,
74,2651,,,,,,,,,,,,,,,,,,,,,,,,
76,2592,,,,,,,,,,,,,,,,,,,,,,,,
78,2691,,,,,,,,,,,,,,,,,,,,,,,,
80,2656,,,,,,,,,,,,,,,,,,,,,,,,
82,2769,,,,,,,,,,,,,,,,,,,,,,,,
84,2709,,,,,,,,,,,,,,,,,,,,,,,,
86,2966,,,,,,,,,,,,,,,,,,,,,,,,
88,2747,,,,,,,,,,,,,,,,,,,,,,,,
90,2723,,,,,,,,,,,,,,,,,,,,,,,,
92,2929,,,,,,,,,,,,,,,,,,,,,,,,
94,2691,,,,,,,,,,,,,,,,,,,,,,,,
96,2737,,,,,,,,,,,,,,,,,,,,,,,,
98,2777,,,,,,,,,,,,,,,,,,,,,,,,
100,2744,,,,,,,,,,,,,,,,,,,,,,,,
102,2765,,,,,,,,,,,,,,,,,,,,,,,,
104,2813,,,,,,,,,,,,,,,,,,,,,,,,
106,2803,,,,,,,,,,,,,,,,,,,,,,,,
108,3015,,,,,,,,,,,,,,,,,,,,,,,,
110,2993,,,,,,,,,,,,,,,,,,,,,,,,
112,2930,,,,,,,,,,,,,,,,,,,,,,,,
114,2875,,,,,,,,,,,,,,,,,,,,,,,,
116,2869,,,,,,,,,,,,,,,,,,,,,,,,
118,2896,,,,,,,,,,,,,,,,,,,,,,,,
120,2993,,,,,,,,,,,,,,,,,,,,,,,,
122,2928,,,,,,,,,,,,,,,,,,,,,,,,
124,2962,,,,,,,,,,,,,,,,,,,,,,,,
126,3003,,,,,,,,,,,,,,,,,,,,,,,,
128,2987,,,,,,,,,,,,,,,,,,,,,,,,
130,3240,,,,,,,,,,,,,,,,,,,,,,,,
132,3092,,,,,,,,,,,,,,,,,,,,,,,,
134,3001,,,,,,,,,,,,,,,,,,,,,,,,
136,3182,,,,,,,,,,,,,,,,,,,,,,,,
138,3048,,,,,,,,,,,,,,,,,,,,,,,,
140,3115,,,,,,,,,,,,,,,,,,,,,,,,
142,3328,,,,,,,,,,,,,,,,,,,,,,,,
144,3165,,,,,,,,,,,,,,,,,,,,,,,,
146,3210,,,,,,,,,,,,,,,,,,,,,,,,
148,3143,,,,,,,,,,,,,,,,,,,,,,,,
150,3541,,,,,,,,,,,,,,,,,,,,,,,,
152,3199,,,,,,,,,,,,,,,,,,,,,,,,
154,3212,,,,,,,,,,,,,,,,,,,,,,,,
156,3145,,,,,,,,,,,,,,,,,,,,,,,,
158,3267,,,,,,,,,,,,,,,,,,,,,,,,
160,3160,,,,,,,,,,,,,,,,,,,,,,,,
162,3226,,,,,,,,,,,,,,,,,,,,,,,,
164,3200,,,,,,,,,,,,,,,,,,,,,,,,
166,3407,,,,,,,,,,,,,,,,,,,,,,,,
168,3287,,,,,,,,,,,,,,,,,,,,,,,,
170,3738,,,,,,,,,,,,,,,,,,,,,,,,
172,3332,,,,,,,,,,,,,,,,,,,,,,,,
174,3566,,,,,,,,,,,,,,,,,,,,,,,,
176,3441,,,,,,,,,,,,,,,,,,,,,,,,
178,3392,,,,,,,,,,,,,,,,,,,,,,,,
180,3417,,,,,,,,,,,,,,,,,,,,,,,,
182,3436,,,,,,,,,,,,,,,,,,,,,,,,
184,3403,,,,,,,,,,,,,,,,,,,,,,,,
186,3494,,,,,,,,,,,,,,,,,,,,,,,,
188,3384,,,,,,,,,,,,,,,,,,,,,,,,
190,3412,,,,,,,,,,,,,,,,,,,,,,,,
192,3424,,,,,,,,,,,,,,,,,,,,,,,,
194,3496,,,,,,,,,,,,,,,,,,,,,,,,
196,3403,,,,,,,,,,,,,,,,,,,,,,,,
198,3416,,,,,,,,,,,,,,,,,,,,,,,,
200,3533,,,,,,,,,,,,,,,,,,,,,,,,
202,3518,,,,,,,,,,,,,,,,,,,,,,,,
204,3564,,,,,,,,,,,,,,,,,,,,,,,,
206,3479,,,,,,,,,,,,,,,,,,,,,,,,
208,3542,,,,,,,,,,,,,,,,,,,,,,,,
210,3607,,,,,,,,,,,,,,,,,,,,,,,,
212,3503,,,,,,,,,,,,,,,,,,,,,,,,
214,3522,,,,,,,,,,,,,,,,,,,,,,,,
216,3564,,,,,,,,,,,,,,,,,,,,,,,,
218,3566,,,,,,,,,,,,,,,,,,,,,,,,
220,3595,,,,,,,,,,,,,,,,,,,,,,,,
222,3571,,,,,,,,,,,,,,,,,,,,,,,,
224,3625,,,,,,,,,,,,,,,,,,,,,,,,
226,3686,,,,,,,,,,,,,,,,,,,,,,,,
228,3723,,,,,,,,,,,,,,,,,,,,,,,,
230,3749,,,,,,,,,,,,,,,,,,,,,,,,
232,3613,,,,,,,,,,,,,,,,,,,,,,,,
234,3728,,,,,,,,,,,,,,,,,,,,,,,,
236,3678,,,,,,,,,,,,,,,,,,,,,,,,
238,4393,,,,,,,,,,,,,,,,,,,,,,,,
240,4028,,,,,,,,,,,,,,,,,,,,,,,,
242,3899,,,,,,,,,,,,,,,,,,,,,,,,
244,3828,,,,,,,,,,,,,,,,,,,,,,,,
246,4213,,,,,,,,,,,,,,,,,,,,,,,,
248,4818,,,,,,,,,,,,,,,,,,,,,,,,
250,4089,,,,,,,,,,,,,,,,,,,,,,,,
252,3928,,,,,,,,,,,,,,,,,,,,,,,,
254,3910,,,,,,,,,,,,,,,,,,,,,,,,
256,4141,,,,,,,,,,,,,,,,,,,,,,,,
258,4211,,,,,,,,,,,,,,,,,,,,,,,,
260,4145,,,,,,,,,,,,,,,,,,,,,,,,
262,3954,,,,,,,,,,,,,,,,,,,,,,,,
264,3937,,,,,,,,,,,,,,,,,,,,,,,,
266,4178,,,,,,,,,,,,,,,,,,,,,,,,
268,4001,,,,,,,,,,,,,,,,,,,,,,,,
270,4020,,,,,,,,,,,,,,,,,,,,,,,,
272,4068,,,,,,,,,,,,,,,,,,,,,,,,
274,4072,,,,,,,,,,,,,,,,,,,,,,,,
276,4134,,,,,,,,,,,,,,,,,,,,,,,,
278,4268,,,,,,,,,,,,,,,,,,,,,,,,
280,4069,,,,,,,,,,,,,,,,,,,,,,,,
282,4135,,,,,,,,,,,,,,,,,,,,,,,,
284,4141,,,,,,,,,,,,,,,,,,,,,,,,
286,4240,,,,,,,,,,,,,,,,,,,,,,,,
288,4077,,,,,,,,,,,,,,,,,,,,,,,,
290,4166,,,,,,,,,,,,,,,,,,,,,,,,
292,4186,,,,,,,,,,,,,,,,,,,,,,,,
294,4406,,,,,,,,,,,,,,,,,,,,,,,,
296,4536,,,,,,,,,,,,,,,,,,,,,,,,
298,4189,,,,,,,,,,,,,,,,,,,,,,,,
300,4259,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Testing size of 4000000--------------,,,,,,,,,,,,,,,,,,,,,,,,,
2,2283,,,,,,,,,,,,,,,,,,,,,,,,
4,2118,,,,,,,,,,,,,,,,,,,,,,,,
6,1867,,,,,,,,,,,,,,,,,,,,,,,,
8,2160,,,,,,,,,,,,,,,,,,,,,,,,
10,2186,,,,,,,,,,,,,,,,,,,,,,,,
12,1886,,,,,,,,,,,,,,,,,,,,,,,,
14,1735,,,,,,,,,,,,,,,,,,,,,,,,
16,1767,,,,,,,,,,,,,,,,,,,,,,,,
18,2304,,,,,,,,,,,,,,,,,,,,,,,,
20,2049,,,,,,,,,,,,,,,,,,,,,,,,
22,1980,,,,,,,,,,,,,,,,,,,,,,,,
24,1831,,,,,,,,,,,,,,,,,,,,,,,,
26,1793,,,,,,,,,,,,,,,,,,,,,,,,
28,2532,,,,,,,,,,,,,,,,,,,,,,,,
30,97168,,,,,,,,,,,,,,,,,,,,,,,,
32,7145,,,,,,,,,,,,,,,,,,,,,,,,
34,3938,,,,,,,,,,,,,,,,,,,,,,,,
36,1920,,,,,,,,,,,,,,,,,,,,,,,,
38,1750,,,,,,,,,,,,,,,,,,,,,,,,
40,1766,,,,,,,,,,,,,,,,,,,,,,,,
42,1725,,,,,,,,,,,,,,,,,,,,,,,,
44,1780,,,,,,,,,,,,,,,,,,,,,,,,
46,1803,,,,,,,,,,,,,,,,,,,,,,,,
48,1972,,,,,,,,,,,,,,,,,,,,,,,,
50,1789,,,,,,,,,,,,,,,,,,,,,,,,
52,1787,,,,,,,,,,,,,,,,,,,,,,,,
54,1799,,,,,,,,,,,,,,,,,,,,,,,,
56,1798,,,,,,,,,,,,,,,,,,,,,,,,
58,1879,,,,,,,,,,,,,,,,,,,,,,,,
60,1819,,,,,,,,,,,,,,,,,,,,,,,,
62,1880,,,,,,,,,,,,,,,,,,,,,,,,
64,1853,,,,,,,,,,,,,,,,,,,,,,,,
66,1862,,,,,,,,,,,,,,,,,,,,,,,,
68,1892,,,,,,,,,,,,,,,,,,,,,,,,
70,1899,,,,,,,,,,,,,,,,,,,,,,,,
72,1891,,,,,,,,,,,,,,,,,,,,,,,,
74,1940,,,,,,,,,,,,,,,,,,,,,,,,
76,1905,,,,,,,,,,,,,,,,,,,,,,,,
78,1943,,,,,,,,,,,,,,,,,,,,,,,,
80,1931,,,,,,,,,,,,,,,,,,,,,,,,
82,1927,,,,,,,,,,,,,,,,,,,,,,,,
84,1971,,,,,,,,,,,,,,,,,,,,,,,,
86,2046,,,,,,,,,,,,,,,,,,,,,,,,
88,2029,,,,,,,,,,,,,,,,,,,,,,,,
90,1990,,,,,,,,,,,,,,,,,,,,,,,,
92,2045,,,,,,,,,,,,,,,,,,,,,,,,
94,2060,,,,,,,,,,,,,,,,,,,,,,,,
96,2063,,,,,,,,,,,,,,,,,,,,,,,,
98,2096,,,,,,,,,,,,,,,,,,,,,,,,
100,2078,,,,,,,,,,,,,,,,,,,,,,,,
102,2280,,,,,,,,,,,,,,,,,,,,,,,,
104,2186,,,,,,,,,,,,,,,,,,,,,,,,
106,2114,,,,,,,,,,,,,,,,,,,,,,,,
108,2283,,,,,,,,,,,,,,,,,,,,,,,,
110,2227,,,,,,,,,,,,,,,,,,,,,,,,
112,2234,,,,,,,,,,,,,,,,,,,,,,,,
114,2194,,,,,,,,,,,,,,,,,,,,,,,,
116,2212,,,,,,,,,,,,,,,,,,,,,,,,
118,2221,,,,,,,,,,,,,,,,,,,,,,,,
120,2306,,,,,,,,,,,,,,,,,,,,,,,,
122,2277,,,,,,,,,,,,,,,,,,,,,,,,
124,2328,,,,,,,,,,,,,,,,,,,,,,,,
126,2339,,,,,,,,,,,,,,,,,,,,,,,,
128,2912,,,,,,,,,,,,,,,,,,,,,,,,
130,2325,,,,,,,,,,,,,,,,,,,,,,,,
132,2360,,,,,,,,,,,,,,,,,,,,,,,,
134,2322,,,,,,,,,,,,,,,,,,,,,,,,
136,2336,,,,,,,,,,,,,,,,,,,,,,,,
138,2407,,,,,,,,,,,,,,,,,,,,,,,,
140,2369,,,,,,,,,,,,,,,,,,,,,,,,
142,3696,,,,,,,,,,,,,,,,,,,,,,,,
144,4213,,,,,,,,,,,,,,,,,,,,,,,,
146,2866,,,,,,,,,,,,,,,,,,,,,,,,
148,3032,,,,,,,,,,,,,,,,,,,,,,,,
150,2779,,,,,,,,,,,,,,,,,,,,,,,,
152,2568,,,,,,,,,,,,,,,,,,,,,,,,
154,2660,,,,,,,,,,,,,,,,,,,,,,,,
156,2615,,,,,,,,,,,,,,,,,,,,,,,,
158,2608,,,,,,,,,,,,,,,,,,,,,,,,
160,2626,,,,,,,,,,,,,,,,,,,,,,,,
162,2640,,,,,,,,,,,,,,,,,,,,,,,,
164,2719,,,,,,,,,,,,,,,,,,,,,,,,
166,2711,,,,,,,,,,,,,,,,,,,,,,,,
168,2710,,,,,,,,,,,,,,,,,,,,,,,,
170,2756,,,,,,,,,,,,,,,,,,,,,,,,
172,2728,,,,,,,,,,,,,,,,,,,,,,,,
174,2763,,,,,,,,,,,,,,,,,,,,,,,,
176,2833,,,,,,,,,,,,,,,,,,,,,,,,
178,2857,,,,,,,,,,,,,,,,,,,,,,,,
180,2859,,,,,,,,,,,,,,,,,,,,,,,,
182,2902,,,,,,,,,,,,,,,,,,,,,,,,
184,2878,,,,,,,,,,,,,,,,,,,,,,,,
186,2921,,,,,,,,,,,,,,,,,,,,,,,,
188,2949,,,,,,,,,,,,,,,,,,,,,,,,
190,2912,,,,,,,,,,,,,,,,,,,,,,,,
192,3046,,,,,,,,,,,,,,,,,,,,,,,,
194,3179,,,,,,,,,,,,,,,,,,,,,,,,
196,3049,,,,,,,,,,,,,,,,,,,,,,,,
198,2991,,,,,,,,,,,,,,,,,,,,,,,,
200,3063,,,,,,,,,,,,,,,,,,,,,,,,
202,3024,,,,,,,,,,,,,,,,,,,,,,,,
204,3070,,,,,,,,,,,,,,,,,,,,,,,,
206,3269,,,,,,,,,,,,,,,,,,,,,,,,
208,3123,,,,,,,,,,,,,,,,,,,,,,,,
210,3284,,,,,,,,,,,,,,,,,,,,,,,,
212,3101,,,,,,,,,,,,,,,,,,,,,,,,
214,3164,,,,,,,,,,,,,,,,,,,,,,,,
216,3183,,,,,,,,,,,,,,,,,,,,,,,,
218,4069,,,,,,,,,,,,,,,,,,,,,,,,
220,3762,,,,,,,,,,,,,,,,,,,,,,,,
222,3160,,,,,,,,,,,,,,,,,,,,,,,,
224,3158,,,,,,,,,,,,,,,,,,,,,,,,
226,3209,,,,,,,,,,,,,,,,,,,,,,,,
228,3203,,,,,,,,,,,,,,,,,,,,,,,,
230,3714,,,,,,,,,,,,,,,,,,,,,,,,
232,3243,,,,,,,,,,,,,,,,,,,,,,,,
234,3257,,,,,,,,,,,,,,,,,,,,,,,,
236,3223,,,,,,,,,,,,,,,,,,,,,,,,
238,3294,,,,,,,,,,,,,,,,,,,,,,,,
240,3281,,,,,,,,,,,,,,,,,,,,,,,,
242,3390,,,,,,,,,,,,,,,,,,,,,,,,
244,3327,,,,,,,,,,,,,,,,,,,,,,,,
246,3396,,,,,,,,,,,,,,,,,,,,,,,,
248,3234,,,,,,,,,,,,,,,,,,,,,,,,
250,3299,,,,,,,,,,,,,,,,,,,,,,,,
252,3333,,,,,,,,,,,,,,,,,,,,,,,,
254,3385,,,,,,,,,,,,,,,,,,,,,,,,
256,3417,,,,,,,,,,,,,,,,,,,,,,,,
258,3399,,,,,,,,,,,,,,,,,,,,,,,,
260,3300,,,,,,,,,,,,,,,,,,,,,,,,
262,3347,,,,,,,,,,,,,,,,,,,,,,,,
264,3328,,,,,,,,,,,,,,,,,,,,,,,,
266,3610,,,,,,,,,,,,,,,,,,,,,,,,
268,3444,,,,,,,,,,,,,,,,,,,,,,,,
270,3544,,,,,,,,,,,,,,,,,,,,,,,,
272,3497,,,,,,,,,,,,,,,,,,,,,,,,
274,3436,,,,,,,,,,,,,,,,,,,,,,,,
276,3471,,,,,,,,,,,,,,,,,,,,,,,,
278,3490,,,,,,,,,,,,,,,,,,,,,,,,
280,3495,,,,,,,,,,,,,,,,,,,,,,,,
282,3451,,,,,,,,,,,,,,,,,,,,,,,,
284,3425,,,,,,,,,,,,,,,,,,,,,,,,
286,3510,,,,,,,,,,,,,,,,,,,,,,,,
288,3588,,,,,,,,,,,,,,,,,,,,,,,,
290,3924,,,,,,,,,,,,,,,,,,,,,,,,
292,6091,,,,,,,,,,,,,,,,,,,,,,,,
294,6909,,,,,,,,,,,,,,,,,,,,,,,,
296,4462,,,,,,,,,,,,,,,,,,,,,,,,
298,5546,,,,,,,,,,,,,,,,,,,,,,,,
300,4944,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
